data_index,用户名,评论日期,电脑配置,评论内容,有用数,重复购买情况,评分,内存,硬盘,屏幕大小
2840,j***z,2025-06-13,超能电竞Y7000P RTX5060/i7-14650HX/16G 1T,轻薄便携型：颜值控一眼心动！机身超薄超轻，出门放进包里毫无负担。续航能力超给力，出差开会一整天都不用愁电量。开机秒速响应，日常办公、追剧完全够用，细节做工精致，质感满满，爱了爱了！3. 性价比之选：对比了好几家，最终选了这款，果然没失望！同等配置下价格优势明显，配置满足日常学习、办公需求。运行稳定不卡顿，键盘打字手感舒适，客服解答耐心细致，包装严实，运输过程无磕碰，满意！,0,否,5,16G,1T,UNK
2841,jd_xrrsr3k7klph47,2025-12-20,超能电竞Y7000P RTX5060/i7-14650HX/16G 1T,拯救者到手太香了！满血显卡性能拉满，2.5K高刷屏观感超棒，散热给力不烫手，游戏办公全拿捏！新入拯救者，接口齐全拓展性强，键盘手感舒服，高色域屏色彩准，运行3A大作流畅无压力，性价比绝了！,0,否,5,16G,1T,UNK
2842,诺***亦,2025-12-15,超能电竞Y7000P RTX5070/i9-14900HX/16G 1T,"笔记本挺不错的,验机过程很顺利,全新正品,入了R7000P 2025超满意!性能释放足,屏幕色彩准、刷新率高,接口全,游戏创作都流畅,物有所值! 国补下单价格非常合适",0,该店铺购买≥2次,5,16G,1T,UNK
2843,j***c,2026-01-22,超能电竞Y7000P RTX5060/i9-14900HX/16G 1T,昨天下单今天就收到了 太惊喜了 想买一个性价比高的 已经对比了好久还是决定买Y7000p 无论是从外观还是性能 都值得购买,0,否,5,16G,1T,UNK
2844,j***k,2025-10-05,超能电竞R7000P RTX5060/R9 8940HX/16G 1T,非常好用，小孩子很喜欢的,0,否,5,16G,1T,UNK
2845,莫之道,2026-01-13,超能电竞Y7000P RTX5060/i9-14900HX/16G 1T,??这款笔记本真的超乎期待！运行速度飞快?，玩游戏完全不卡顿，画面流畅得像在看电影??。图形处理能力超强，灯光效果炫酷到爆??，视觉体验满分！??快递包装很用心，送货速度也很快??，配送员服务态度超级好??，整体体验非常棒！！,0,否,5,16G,1T,UNK
2846,59x06cfueg8cvl,2025-12-17,超能电竞Y7000P RTX5060/i9-14900HX/16G 1T,包装保护：包装的很好画面品质：很清晰外形外观：外观也是我想要的款式,0,否,5,16G,1T,UNK
2847,零充玩家,2026-01-14,超能电竞Y7000P RTX5070/i9-14900HX/16G 1T,"这款笔记本堪称""颜值与实力并存""的实用好物！机身轻薄便携，运行流畅不卡顿。高清屏幕画质清晰，长时间使用眼睛也不易疲劳，加上给力的续航和散热，日常办公完全够用。简约大气的设计质感十足，拿在手里既有面儿又耐用，妥妥的办公好搭档。",0,该店铺购买≥2次,5,16G,1T,UNK
2848,u_1p9k6r4kfsrf,2026-01-23,超能电竞Y7000P RTX5060/i9-14900HX/16G 1T,“这款电脑性能非常强大，i9处理器和RTX5060显卡搭配，运行大型软件和游戏都很流畅。屏幕显示效果也很细腻，分辨率高，色彩还原度好。散热系统表现不错，长时间使用也不会发烫。整体做工扎实，质感很好，非常满意这次的购买！”,0,否,5,16G,1T,UNK
2849,jd_4ihub53i0v0hnb,2026-01-06,超能电竞Y7000P RTX5070/i9-14900HX/16G 1T,正品正品正品，重要的事情说三遍，实在太好看，也用了一段时间才来评价，也真的是好用，顺滑，喜欢的不得了！！,0,该店铺购买≥2次,5,16G,1T,UNK
2850,t***7,2026-01-10,超能电竞R7000P RTX5060/R9 8940HX/16G 1T,这个笔记本体验极其差劲 玩游戏不能关盖子继续玩儿 也不能熄屏 那些大聪明别和我说我不会设置 京东质检说没问题不给退换 找相关部门参与也就是个笑话 笔记本到手二十四小时之内出现的问题一直扯皮到前两天  不能熄屏不能关盖子正常玩游戏 对我来说电脑就没一点用 省得看见它闹心 卖二手了 希望大伙在京东自营店买电脑不会遇到我这样问题,0,该店铺购买≥2次,1,16G,1T,UNK
2851,t***p,2026-01-05,超能电竞Y7000P RTX5060/i9-14900HX/16G 1T,超赞已购 超能电竞Y7000P RTX5060/i9这款笔记本真的太香了！键盘背光超酷，打字体验感拉满很给力。太长时间使用也没觉得烫手，散热表现。外接设备很方便，接口丰富，扩展性很强整体用下来非常满意，强烈推荐！,0,该店铺购买≥2次,5,16G,1T,UNK
2852,jd_998p66qzq784na,2026-01-13,超能电竞Y7000P RTX5060/i9-14900HX/16G 1T,性能与体验双在线的实力选手刚入手这款联想拯救者游戏本，从开箱到初步设置使用，整体感受可以用“惊喜”来概括，不管是硬件配置的硬实力，还是细节设计的用心度，都踩中了游戏玩家和办公用户的核心需求。外观上，机身采用沉稳的黑色哑光设计，A面的“LEGION”浮雕标识极具辨识度，简约又不失电竞质感。机身线条硬朗，边角的切割工艺利落，拿在手里能感受到扎实的金属质感，虽有游戏本的厚重感，但也意味着散热和硬件的扎实堆料，便携性虽然不算极致，却也在可接受范围内。,0,否,5,16G,1T,UNK
2853,贴蛋宝贝,2026-01-24,超能电竞Y7000P RTX5060/i9-14900HX/16G 1T,1。性能强悍无压力，2.5K高刷屏惊艳，散热能打，办公游戏全能适配超省心!2。金属机身质感拉满，性能释放稳定，静音散热俱佳，性价比超高的全能本!3.高芯强显加持，画质流畅续航在线，接口丰富手感好，闭眼入不踩雷!,0,该店铺购买≥2次,5,16G,1T,UNK
2854,啊哈iiil,2025-12-20,超能电竞R7000P RTX5060/R9 8940HX/16G 1T,流畅高效，性能超预期！屏幕清晰亮丽，运行安静稳定。轻薄设计携带方便，续航持久。从办公到娱乐都很出色，性价比很高，强烈推荐！,0,否,5,16G,1T,UNK
2855,早***学,2025-12-24,超能电竞Y7000P RTX5060/i7-14650HX/16G 1T,非常满意，送货迅速，开机更快，安装软件各方面都很顺利，屏幕清晰，声音也不大，能调整三种模式，已经下载了几款游戏玩，也不是特别的重，比我预想要好很多，满意！,0,否,5,16G,1T,UNK
2856,ndjhdhh,2026-01-07,超能电竞R7000P RTX5060/R9 8940HX/16G 1T,收到心仪的电脑了，外观优美，经过验机没有出现问题，运行流畅。,0,该店铺购买≥2次,5,16G,1T,UNK
2857,China_LiDX,2026-01-14,超能电竞Y7000P RTX5060/i9-14900HX/16G 1T,商家服务态度堪称完美，亲切热情。配货速度超快，瞬间发货。包装精美别致，令人喜欢。商品功能多样实用，质量一流，无可挑剔！国补叠加优惠券，还是很合适的，花i7的钱入了个i9，评测、烤机完成，目前没发现什么问题，后续追评！,0,该店铺购买≥2次,5,16G,1T,UNK
2858,j***s,2026-01-23,超能电竞R7000P RTX5060/R9 8940HX/16G 1T,包装完好，开机速度快，运行流畅,0,该店铺购买≥2次,5,16G,1T,UNK
2859,y***5,2025-12-21,超能电竞Y7000P RTX5060/i9-14900HX/16G 1T,包装保护：原厂包装，正品保障画面品质：画质清晰，高清护眼外形外观：外观时尚，颜值担当运行速度：运行流畅，响应及时联想品牌，国货之光，值得信赖，推荐购买,0,该店铺购买≥2次,5,16G,1T,UNK
2860,牛牛喝茶,2026-01-14,超能电竞R7000P RTX5060/R9 8940HX/16G 1T,电脑非常好，速度很快，主要是打游戏，还是选择AMD的吧,0,否,5,16G,1T,UNK
2861,jd_4f544u9dfcvb35,2026-01-10,超能电竞Y7000P RTX5060/i9-14900HX/16G 1T,昨天刚到的，然后开箱检验了一下，是没有问题的，电池健康程度是100，感觉很好用呢。可以放心购买。,0,该店铺购买≥2次,5,16G,1T,UNK
2862,二月花窝窝,2025-12-15,超能电竞Y7000P RTX5060/i9-14900HX/16G 1T,外观还是挺漂亮，快递速度快。系统流畅，噪音小，屏幕显示很好。,0,该店铺购买≥2次,5,16G,1T,UNK
2863,jd_akfw98016qzizx,2026-01-22,超能电竞Y7000P RTX5070/i9-14900HX/16G 1T,简洁好评性能强劲：酷睿Ultra+RTX 5070，细节贴心：键盘手感舒服，摄像头物理开关很有安全感，拓展空间也足这台拯救者Y7000P性价比拉满，闭眼入不亏！需要我再帮你写一个更短的朋友圈版本吗？,0,否,5,16G,1T,UNK
2864,臭豆腐侠,2026-01-05,超能电竞Y7000P RTX5060/i9-14900HX/16G 1T,心心念念的拯救者他来了 昨天下单今天就到了 物流服务到位 外包装没有磕碰 购买过程客服响应比较积极,0,否,5,16G,1T,UNK
2865,j***h,2026-01-25,超能电竞Y7000P RTX5060/i7-14650HX/16G 1T,国补拿下的电脑收到了，这款拯救者非常不错，很喜欢外形外观设计，画面清晰，流畅不卡顿，性能很好，推荐大家购买。,0,否,5,16G,1T,UNK
2866,风***H,2025-12-27,超能电竞Y7000P RTX5060/i9-14900HX/16G 1T,从下单到送到非常的快。只是现在内存和硬盘涨价很多，电脑的价格也是上涨了不少。性能没有问题，应付常用的软件绰绰有余，游戏体验也是非常的棒。很不错的一款笔记本。,0,该店铺购买≥2次,5,16G,1T,UNK
2867,j***i,2025-12-24,超能电竞Y7000P RTX5060/i7-14650HX/16G 1T,非常满意的一次购物！电脑已经使用了几天了 体验非常好 不管是颜值还是性能都非常强 散热效果很好 玩游戏非常丝滑 基本畅玩市面上主流游戏 声音效果也很棒 总之性价比拉满 一级棒！,0,否,5,16G,1T,UNK
2868,佐坝小霸王,2026-01-11,超能电竞Y7000P RTX5060/i7-14650HX/16G 1T,联想拯救者y7000p2025版非常好，感觉体验非常流畅丝滑，和之前的电脑比太棒了，强力推荐！,0,否,5,16G,1T,UNK
2869,jd_azi101,2026-01-27,超能电竞R7000P RTX5060/R9 8940HX/16G 1T,机器做工用料都不错，国补加六期免息，价格很划算,0,否,5,16G,1T,UNK
2870,j***0,2026-01-14,超能电竞Y7000P RTX5060/i9-14900HX/16G 1T,一直很喜欢这款型号，等到这次活动果断入手了！ 学生党闭眼入！ 质感好 整体机型是比较轻的，然后键盘按键也很舒服！,0,该店铺购买≥2次,5,16G,1T,UNK
2871,8ap6pi7g05x33s,2026-01-07,超能电竞R7000P RTX5060/R9 8940HX/16G 1T,非常不错，非常好用 非常实惠，非常快,0,该店铺购买≥2次,5,16G,1T,UNK
2872,pyhhui,2025-12-23,超能电竞Y7000P RTX5070/i9-14900HX/16G 1T,设计用电脑值得推荐性价比比较好,0,该店铺购买≥2次,5,16G,1T,UNK
2873,痴痴得居易,2026-01-16,超能电竞Y7000P RTX5060/i7-14650HX/16G 1T,设计时尚，便于携带，性价比高，操作流畅方便，值得拥有。轻巧便携很好用，完全符合自己的期望。,0,否,5,16G,1T,UNK
2874,f***r,2026-01-19,超能电竞Y7000P RTX5060/i9-14900HX/16G 1T,当天下单，次日就收到货，外包装京东，内商品包装，封口检查无异，验机烤机没出现蓝屏花屏黑屏现象，就烤机时显卡满功耗测试时与标准值115W差得多，实测只有83W左右，网上询问说如果温度高也有80度，会平衡，不明白，就这点，其他均可。,0,否,5,16G,1T,UNK
2875,6l1bdgdditv80y,2025-12-25,超能电竞Y7000P RTX5070/i9-14900HX/16G 1T,和其他品牌型号对比了很久，最后选择在京东上买这款，物流非常快，第二就收到货，包装完整，外观时尚耐看，2.5k高刷屏幕，画面清晰，玩游戏也丝滑，运行速度也是刚刚滴！官方正品，电脑流畅丝滑，玩游戏太爽了，画质也很棒，屏幕清晰度高，双十一期间购买性价比拉满，散热也还可以，不会发烫，键盘手感很不错。,0,否,5,16G,1T,UNK
2876,2***q,2026-01-13,超能电竞Y7000P RTX5060/i9-14900HX/16G 1T,喜欢这款笔记本很久，终于买下来了，性能强劲不卡顿，游戏玩家和设计工作者的全能利器，值得推荐,0,否,5,16G,1T,UNK
2877,u_remstnioujwo,2026-01-25,超能电竞Y7000P RTX5060/i7-14650HX/16G 1T,联想拯救者Y7000P 2025游戏本：性能与体验的双重盛宴！?作为一名资深游戏玩家和内容创作者，我对笔记本的性能和屏幕素质要求极高。入手联想拯救者Y7000P 2025后，它彻底超出了我的预期，必须给五星好评！,0,否,5,16G,1T,UNK
2878,forward_福至x6978,2026-01-10,超能电竞Y7000P RTX5060/i7-14650HX/16G 1T,??这款电脑运行流畅，散热也挺给力，用起来很顺手????实拍图显示接口丰富，图形处理能力很强，办公娱乐都胜任????快递包装严实，送货超快，配送员服务态度好，体验满分???整体非常满意，值得推荐给需要高性能设备的朋友????,0,否,5,16G,1T,UNK
2879,8105erq9k4tj59,2026-01-15,超能电竞Y7000P RTX5060/i9-14900HX/16G 1T,看了好久，终于有个1000元优惠券，果断下单，第二天一早就收到了，京东平台值得信赖。检查了一下，完好无损。,0,否,5,16G,1T,UNK
2880,jd_62204qtt2si055,2026-01-21,超能电竞Y7000P RTX5060/i9-14900HX/16G 1T,拯救者y7000p笔记本电脑喜欢这个很久了，一直再等待国补的价格，终于拿下了，实物与描述的一样，质量很好，卖家态度也很好，有问必答~机身颜值很高，屏幕清晰真的很不错，处理器速度也很快，续航也很在线，闭眼入~,0,否,5,16G,1T,UNK
2881,t***5,2026-01-17,超能电竞R7000P RTX5060/R9 8940HX/16G 1T,冲着手感和性能入的这款游戏本，没踩雷！玩《原神》《赛博朋克2077》特效拉满也能稳定60帧以上，散热做得不错，长时间游戏机身只是温热，不会烫手。键盘的键程适中，玩竞技游戏操作很跟手。屏幕刷新率144Hz，画面丝滑无拖影。美中不足的是机身有点厚重，不适合经常携带，追求游戏体验的闭眼入！,0,否,5,16G,1T,UNK
2882,j***l,2025-06-14,超能电竞R7000P RTX5060/R9 8940HX/16G 1T,已经收到货了，国补20%，价格比较合适，赶紧下单了。,0,否,5,16G,1T,UNK
2883,d***p,2026-01-21,超能电竞Y7000P RTX5060/i7-14650HX/16G 1T,给孩子买的，今天刚到货。看了下外观，接口丰富，散热面积大，等用过一段时间后再追评,0,否,5,16G,1T,UNK
2884,j***J,2025-12-28,超能电竞R7000P RTX5060/R9 8940HX/16G 1T,性能释放很不错，基本游戏都能玩，便携重量也能接受。屏幕素质优秀，手感细腻，屏幕清晰，音效清晰，运行速度快。可以选择三档模式，静音，自动和狂野模式，分别适应办公，日常和游戏。AMD日常做活动也多，价格便宜，加上国补太划算,0,该店铺购买≥2次,5,16G,1T,UNK
2885,nugkSHexCyts,2026-01-20,超能电竞Y7000P RTX5060/i7-14650HX/16G 1T,Y7000P购买价格真的很划算，还可以享受国补。开机检查很完美，做工精致。体验感很好。非常值得推荐。,0,否,5,16G,1T,UNK
2886,u_kzrcnlwnusl1,2026-01-19,超能电竞Y7000P RTX5060/i7-14650HX/16G 1T,包装保护：包装完好，没有二次打开，是一手货外形外观：质感无敌，比我19年拯救者强多了画面品质：亮度很高，不会有那种暗运行速度：运行速度也是有了质的提升游戏效果：三角洲，lol稳定运行，别的不玩,0,该店铺购买≥2次,5,16G,1T,UNK
2887,huguohai,2026-01-24,超能电竞Y7000P RTX5060/i7-14650HX/16G 1T,老板发货速度快，电脑外观漂亮，手感不错，屏幕清洗，运行安静平稳，整体感觉不错,0,该店铺购买≥2次,5,16G,1T,UNK
2888,jd_0i30y7t7q1o866,2026-01-16,超能电竞Y7000P RTX5060/i9-14900HX/16G 1T,这款产品真是令人惊喜，外接起来非常方便，即插即用，毫不费力。运行速度超乎想象，无论是日常办公还是畅玩大型游戏，都表现出色，流畅无比，没有任何卡顿。完全超出了我的预期，非常推荐给需要高效率体验的朋友们！,0,否,5,16G,1T,UNK
2889,梦***侠,2026-01-15,超能电竞Y7000P RTX5060/i9-14900HX/16G 1T,联想拯救者Y7000P，外观很不错，配置强，客服服务态度好，回复速度快，京东物流也快，值得大家购买。,0,该店铺购买≥2次,5,16G,1T,UNK
2890,jd_4ni0551pmoeztq,2025-12-18,超能电竞Y7000P RTX5060/i7-14650HX/16G 1T,这款电脑速度非常流畅，独立显卡，做工程图，3D图性能都比较快，对比了好多电脑，最终趁双十二有活动下单了，这款电脑对于我的日常办公需求完全绰绰有余了,0,该店铺购买≥2次,5,16G,1T,UNK
2891,追***宇,2026-01-20,超能电竞Y7000P RTX5070/i9-14900HX/16G 1T,笔记本用起来挺不错的，很流畅，散热可以，就是原系统占用内存大了点。其他还好。,0,否,5,16G,1T,UNK
2892,K拉屎畅通大王O,2025-12-26,超能电竞R7000P RTX5060/R9 8945HX/16G 1T,经过深思熟虑了很久，还是选择了联想品牌，有售后会好一点，外观很好看，质感很不错，快递也非常快，已检验过，是全新，产品力依旧在线， A面logo设计和质感非常不错,0,否,5,16G,1T,UNK
